Receipt #,Word,POS,Tag
,Dinner,NN,O
,Platters,NN,O
,1,NN,O
,Crisfield,NN,O
,Special,NN,O
,Platter,NN,O
,27.00,NN,O
,*,NN,O
,*,NN,O
,*,NN,O
,*,NN,O
,COOK,NN,O
,MEDIUM,NN,O
,*,NN,O
,*,NN,O
,*,NN,O
,*,NN,O
,Extras,NN,O
,1,NN,O
,Pint,NN,O
,Bisque,NN,O
,11.50,NN,O
,SUBTOTAL,NN,O
,:,NN,O
,38.50,NN,O
,Carry,NN,O
,Out,NN,O
,1.93,NN,O
,TAX:,NN,O
,2.31,NN,O
,Register,NN,O
,T#0000144,NN,O
,TOTAL,NN,O
,:,NN,O
,$42.,NN,O
,74,NN,O
,Last,NN,O
,Serviced,NN,O
,12/29/2017,NN,O
,8:41:08,NN,O
,PM,NN,O
,Thank,NN,O
,You!,NN,O
Receipt: 380,GERPANG,NN,O
,ALAF,NN,O
,RESTAURANTS,NN,O
,SDN,NN,O
,BHD,NN,O
,(65351-M),NN,O
,FORMERLY,NN,O
,KNOWN,NN,O
,AS,NN,O
,SOLDEN,NN,O
,ARCHES,NN,O
,RESTAURENTS,NN,O
,SNN,NN,O
,BHD,NN,O
,LICENSEE,NN,O
,OF,NN,O
,MCDONALD'S,NN,O
,LEVEL,NN,O
,6,NN,O
,NO.3,NN,O
,SELANGOR,NN,O
,(GST,NN,O
,ID,NN,O
,NO:,NN,O
,000504664064),NN,O
,MCDONALD'S,NN,O
,RAWANG,NN,O
,DT(#188),NN,O
,TEL,NN,O
,NO.,NN,O
,03-6092-1968,NN,O
,TAX,NN,O
,INVOICE,NN,O
,MFY,NN,O
,SIDE,NN,O
,1,NN,O
,INV#,NN,O
,001881904569068,NN,O
,ORD,NN,O
,#15,NN,O
,-REG,NN,O
,#19-,NN,O
,02/03/2018,DT,B-date
,12:59:16,NN,O
,QTY,NN,O
,ITEM,NN,O
,TOTAL,NN,O
,1,NN,O
,L,NN,O
,MCCHICKEN,NN,O
,11.10,NN,O
,1,NN,O
,L,NN,O
,COKE,NN,O
,1,NN,O
,L,NN,O
,FRIES,NN,O
,1,NN,O
,6NUGGETS,NN,O
,7.50,NN,O
,1,NN,O
,BARBECUE,NN,O
,SAUCE,NN,O
,1,NN,O
,AYAMGORENG(TA),NN,O
,9.90,NN,O
,TAKEOUT,NN,O
,TOTAL,NN,O
,(INCL,NN,O
,GST),NN,O
,28.50,AM,B-amt
,TOTAL,NN,O
,ROUNDED,NN,O
,28.50,NN,O
,CASH,NN,O
,TENDERED,NN,O
,50.00,NN,O
,CHANGE,NN,O
,21.50,NN,O
,TOTAL,NN,O
,INCLUDES,NN,O
,6%,NN,O
,GST,NN,O
,1.61,NN,O
,THANK,NN,O
,YOU,NN,O
,AND,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN.,NN,O
,,NN,O
Receipt: 381,Chili's,MR,B-mer
,Grill,MR,I-mer
,&,MR,I-mer
,Bar,MR,I-mer
,Puente,NN,O
,Hills,NN,O
,#26,NN,O
,17588,NN,O
,Castleton,NN,O
,St,NN,O
,City,NN,O
,of,NN,O
,Industry,NN,O
,CA,NN,O
,91748,NN,O
,Server,NN,O
,:,NN,O
,Jose,NN,O
,S,NN,O
,09/15/2018,DT,B-date
,33/1,NN,O
,1:25,NN,O
,PM,NN,O
,Guests,NN,O
,:,NN,O
,2,NN,O
,2060012,NN,O
,Order,NN,O
,Type:,NN,O
,Dine,NN,O
,In,NN,O
,TRIPLE,NN,O
,DIPPER,NN,O
,12.,NN,O
,19,NN,O
,CHICKEN,NN,O
,WAFFLES4,NN,O
,11.89,NN,O
,Subtotal,NN,O
,24,NN,O
,08,NN,O
,Total,NN,O
,Tax,NN,O
,2.29,NN,O
,Total,NN,O
,26.37,AM,B-amt
,Balance,NN,O
,Due,NN,O
,26,NN,O
,.37,NN,O
,*,NN,O
,Gratuity,NN,O
,Guide,NN,O
,15%,NN,O
,=,NN,O
,$3.96,NN,O
,18%,NN,O
,=,NN,O
,$4.75,NN,O
,20%,NN,O
,=,NN,O
,$5.27,NN,O
,22%,NN,O
,=,NN,O
,$5.80,NN,O
,Want,NN,O
,free,NN,O
,Chips,NN,O
,and,NN,O
,Salsa,NN,O
,or,NN,O
,a,NN,O
,drink,NN,O
,every,NN,O
,visit?,NN,O
,Chilis.,NN,O
,com/Rewards,NN,O
,Gift,NN,O
,Card,NN,O
,activation,NN,O
,is,NN,O
,delayed,NN,O
,by,NN,O
,4,NN,O
,hours.,NN,O
,TELL,NN,O
,US,NN,O
,HOW,NN,O
,WE'RE,NN,O
,DOING!,NN,O
Receipt: 382,UNIHAKKA,MR,B-mer
,INTERNATIONAL,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,09,DT,B-date
,APR,DT,I-date
,2018,DT,I-date
,18:26,NN,O
,(867388-U),NN,O
,12,NN,O
,TAMPOI,NN,O
,TAXINVOICE,NN,O
,INVOICE,NN,O
,#,NN,O
,:,NN,O
,OR18040902160299,NN,O
,ITEM,NN,O
,QTY,NN,O
,TOTAL,NN,O
,SR,NN,O
,I00100000060-,NN,O
,4,NN,O
,VEGE,NN,O
,$5.50,NN,O
,1,NN,O
,$5.50,NN,O
,SR,NN,O
,I00100000006-,NN,O
,PORK,NN,O
,$2.70,NN,O
,1,NN,O
,$2.70,NN,O
,TOTAL,NN,O
,AMOUNT:,NN,O
,$8.20,AM,B-amt
,GST,NN,O
,@6%:,NN,O
,$0.46,NN,O
,NETT,NN,O
,TOTAL:,NN,O
,$8.20,NN,O
,PAYMENT,NN,O
,MODE,NN,O
,AMOUNT,NN,O
,CASH,NN,O
,$8.20,NN,O
,CHANGE,NN,O
,$0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT($),NN,O
,TAX($),NN,O
,SR,NN,O
,=,NN,O
,GST,NN,O
,@6%,NN,O
,7.74,NN,O
,0.46,NN,O
,GST,NN,O
,REG,NN,O
,#000656195584,NN,O
,BAR,NN,O
,WANG,NN,O
,RICE@PERMAS,NN,O
,JAYA,NN,O
,(PRICE,NN,O
,INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,THANK,NN,O
,YOU,NN,O
,&,NN,O
,COME,NN,O
,AGAIN!,NN,O
,LIKE,NN,O
,AND,NN,O
,FOLLOW,NN,O
,US,NN,O
,ON,NN,O
,FACEBOOK!,NN,O
,FACEBOOK.COM/BARWANGRICE,NN,O
,,NN,O
Receipt: 383,GARDENIA,MR,B-mer
,BAKERIES,MR,I-mer
,(KL),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(139386,NN,O
,X),NN,O
,LOT,NN,O
,3,NN,O
,40300,NN,O
,SHAH,NN,O
,ALAM,NN,O
,TEL:,NN,O
,03-,NN,O
,55423228,NN,O
,GST,NN,O
,ID:,NN,O
,000381399040,NN,O
,TAX,NN,O
,INVOICE,NN,O
,/,NN,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,NN,O
,INV,NN,O
,NO.:,NN,O
,7001F710,NN,O
,VE0514,NN,O
,DATE:,NN,O
,01/10/2017,DT,B-date
,MAKASSAR,NN,O
,FRESH,NN,O
,MARKET,NN,O
,SDN,NN,O
,BHD,NN,O
,GROUND,NN,O
,FLOOR,NN,O
,JALAN,NN,O
,SS,NN,O
,15/4B,NN,O
,47500,NN,O
,SUBANG,NN,O
,JAYA,NN,O
,VE05:,NN,O
,RIDZUAN,NN,O
,(11900),NN,O
,DD:,NN,O
,01/10/2017,NN,O
,DESCRIPTION,NN,O
,O.C.,NN,O
,WHITE,NN,O
,WHOLEMEAL,NN,O
,O.C,NN,O
,JUMBO,NN,O
,TOTAL,NN,O
,0%,NN,O
,SUPPLIES.,NN,O
,35.14,NN,O
,CR-CHOCLT,NN,O
,TOTAL,NN,O
,6%,NN,O
,SUPPLIES,NN,O
,(EXCL.,NN,O
,GST):,NN,O
,-3.60,NN,O
,GST:,NN,O
,-0.22,NN,O
,TOTAL,NN,O
,6%,NN,O
,SUPPLIES,NN,O
,(INC.,NN,O
,GST):,NN,O
,-3.82,NN,O
,TOTAL,NN,O
,0%,NN,O
,SUPPLIES:,NN,O
,35.14,NN,O
,TOTAL,NN,O
,PAYABLE:,NN,O
,31.32,AM,B-amt
,E.&.0.E.,NN,O
,RECEIVED,NN,O
,ABOVE,NN,O
,GOODS,NN,O
,IN,NN,O
,GOOD,NN,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,NN,O
,RECIPIENT,NN,O
,OF,NN,O
,GARDENIA'S,NN,O
,PRODUCTS,NN,O
,IS,NN,O
,REQUIRED,NN,O
,TO,NN,O
,MAKE,NN,O
,NECESSARY,NN,O
,ADJUSTMENTS,NN,O
,TO,NN,O
,ITS,NN,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NN,O
,ON,NN,O
,THE,NN,O
,BASIC,NN,O
,OF,NN,O
,THE,NN,O
,ADJUSTMENTS,NN,O
,SHOWN,NN,O
,IN,NN,O
,THIS,NN,O
,TAX,NN,O
,INVOICE,NN,O
,/,NN,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NN,O
,COPY,NN,O
,FAX:03-,NN,O
,55423213,NN,O
,11:07,NN,O
,U.P,NN,O
,ISS,NN,O
,EXC,NN,O
,D,NN,O
,SALE,NN,O
,AMT(RM),NN,O
,2.13,NN,O
,4,NN,O
,1,NN,O
,0,NN,O
,3,NN,O
,6.39,NN,O
,2.78,NN,O
,5,NN,O
,0,NN,O
,0,NN,O
,5,NN,O
,13.90,NN,O
,2.97,NN,O
,5,NN,O
,0,NN,O
,0,NN,O
,5,NN,O
,14.85,NN,O
,0.72,NN,O
,0,NN,O
,5,NN,O
,0,NN,O
,-5,NN,O
,-3.60,NN,O
,,NN,O
Receipt: 384,TEO,MR,B-mer
,HENG,MR,I-mer
,STATIONERY,MR,I-mer
,&,MR,I-mer
,BOOKS,MR,I-mer
,(001451637-M),NN,O
,NO.,NN,O
,53,NN,O
,SELANGOR,NN,O
,DARUL,NN,O
,EHSAN,NN,O
,TEL,NN,O
,:,NN,O
,03-3271,NN,O
,9872,NN,O
,GST,NN,O
,NO.,NN,O
,:,NN,O
,000689913856,NN,O
,SIMPLIFIED,NN,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NN,O
,RECEIPT,NN,O
,NO.,NN,O
,:,NN,O
,CS1801/27037,NN,O
,DATE,NN,O
,:,NN,O
,23/01/2018,DT,B-date
,ITEM,NN,O
,QTY,NN,O
,U/P,NN,O
,DISC%,NN,O
,AMOUNT,NN,O
,TP-24,NN,O
,5,NN,O
,1.32,NN,O
,0.00,NN,O
,6.60,NN,O
,*,NN,O
,-,NN,O
,DOUBLE,NN,O
,SIDED,NN,O
,TISSUE,NN,O
,TAPE,NN,O
,18MM,NN,O
,9557546631393,NN,O
,5,NN,O
,2.08,NN,O
,0.00,NN,O
,10.38,NN,O
,*,NN,O
,-,NN,O
,G,NN,O
,SOFT,NN,O
,6ML,NN,O
,QUICK,NN,O
,DRY,NN,O
,CORRECTION,NN,O
,PEN,NN,O
,TOTAL,NN,O
,QTY.,NN,O
,:,NN,O
,10,NN,O
,16.98,NN,O
,SUB-TOTAL,NN,O
,(EX),NN,O
,TOTAL,NN,O
,TAX,NN,O
,ROUNDING,NN,O
,TOTAL,NN,O
,CASH,NN,O
,CHANGE,NN,O
,16.98,NN,O
,1.02,NN,O
,0.00,NN,O
,18.00,AM,B-amt
,18.00,NN,O
,0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMOUNT,NN,O
,TAX,NN,O
,SR,NN,O
,6.00,NN,O
,16.98,NN,O
,1.02,NN,O
,TOTAL,NN,O
,:,NN,O
,16.98,NN,O
,1.02,NN,O
,NOTE:,NN,O
,(*),NN,O
,INDICATED,NN,O
,THE,NN,O
,ITEM,NN,O
,SOLD,NN,O
,HAS,NN,O
,BEEN,NN,O
,RELATED,NN,O
,TO,NN,O
,GST,NN,O
,(GOODS,NN,O
,&,NN,O
,SERVICES,NN,O
,TAX).,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,THANK,NN,O
,YOU.,NN,O
,(RM),NN,O
,(RM),NN,O
,(RM),NN,O
,(RM),NN,O
,(RM),NN,O
,FAX,NN,O
,:,NN,O
,03-3271,NN,O
,9481,NN,O
,(RM),NN,O
,:,NN,O
,:,NN,O
,:,NN,O
,:,NN,O
,:,NN,O
,:,NN,O
,,NN,O
Receipt: 385,AIK,MR,B-mer
,HUAT,MR,I-mer
,HARDWARE,MR,I-mer
,ENTERPRISE,MR,I-mer
,(SETIA,MR,I-mer
,ALAM),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,822737-X,NN,O
,NO.,NN,O
,17-G,NN,O
,(X),NN,O
,U13/X,NN,O
,SEKSYEN,NN,O
,U13,NN,O
,TEL:,NN,O
,012,NN,O
,-,NN,O
,6651783,NN,O
,FAX:,NN,O
,03,NN,O
,-,NN,O
,33623608,NN,O
,GST,NN,O
,NO:,NN,O
,000394528768,NN,O
,SIMPLIFIED,NN,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NN,O
,RECEIPT,NN,O
,#:,NN,O
,CSP0422870,NN,O
,DATE:,NN,O
,29/12/2017,DT,B-date
,SALESPERSON,NN,O
,:,NN,O
,AH019,NN,O
,TIME:,NN,O
,14:30:00,NN,O
,ITEM,NN,O
,QTY,NN,O
,U/P,NN,O
,AMOUNT,NN,O
,(RM),NN,O
,(RM),NN,O
,4060010002913,NN,O
,2,NN,O
,3.50,NN,O
,7.00,AM,B-amt
,S,NN,O
,UMS,NN,O
,13A,NN,O
,SWITCH,NN,O
,SOCKET(PC-2913A),NN,O
,TOTAL,NN,O
,QUANTITY,NN,O
,2,NN,O
,SUB-TOTAL,NN,O
,(GST),NN,O
,DISC,NN,O
,ROUNDING,NN,O
,TOTAL,NN,O
,CASH,NN,O
,CHANGE,NN,O
,7.00,NN,O
,0.00,NN,O
,0.00,NN,O
,7.00,NN,O
,50.00,NN,O
,43.00,NN,O
,*GST,NN,O
,@,NN,O
,6%,NN,O
,INCLUDED,NN,O
,IN,NN,O
,TOTAL,NN,O
,GST,NN,O
,SUMMARY,NN,O
,CODE,NN,O
,AMOUNT,NN,O
,%,NN,O
,TAX/AMT,NN,O
,SR,NN,O
,6.60,NN,O
,6,NN,O
,0.40,NN,O
,TAX,NN,O
,TOTAL:,NN,O
,0.40,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,REFUNDABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,CHOOSING,NN,O
,US.,NN,O
,PLS,NN,O
,PROVIDE,NN,O
,ORIGINAL,NN,O
,BILL,NN,O
,FOR,NN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,NN,O
,1,NN,O
,WEEK,NN,O
,FROM,NN,O
,TRANSACTION,NN,O
,GOODS,NN,O
,MUST,NN,O
,BE,NN,O
,IN,NN,O
,ORIGINAL,NN,O
,STATE,NN,O
,TO,NN,O
,BE,NN,O
,ENTITLED,NN,O
,FOR,NN,O
,EXCHANGE.,NN,O
,,NN,O
Receipt: 386,AEON,MR,B-mer
,CO.,MR,I-mer
,(M),MR,I-mer
,BHD,MR,I-mer
,(126926-H),NN,O
,3RD,NN,O
,FLR,NN,O
,JLN,NN,O
,JEJAKA,NN,O
,CHERAS,NN,O
,GST,NN,O
,ID,NN,O
,:,NN,O
,002017394688,NN,O
,SHOPPING,NN,O
,HOURS,NN,O
,SUN-THU:1000,NN,O
,HRS,NN,O
,-,NN,O
,2200,NN,O
,HRS,NN,O
,FRI-SAT:1000,NN,O
,HRS,NN,O
,-,NN,O
,2300,NN,O
,HRS,NN,O
,1X,NN,O
,000001888854,NN,O
,0.20SR,NN,O
,PLASTICS,NN,O
,BAG,NN,O
,1X,NN,O
,000000616775,NN,O
,13.94ZR,NN,O
,WC,NN,O
,W/O,NN,O
,H&F,NN,O
,1X,NN,O
,000000616775,NN,O
,14.81ZR,NN,O
,WC,NN,O
,W/O,NN,O
,H&F,NN,O
,1X,NN,O
,000000616775,NN,O
,13.53ZR,NN,O
,WC,NN,O
,W/O,NN,O
,H&F,NN,O
,SUB-TOTAL,NN,O
,42.48,NN,O
,TOTAL,NN,O
,SALES,NN,O
,INCL,NN,O
,GST,NN,O
,42.48,NN,O
,ROUNDING,NN,O
,ADJ,NN,O
,0.02,NN,O
,TOTAL,NN,O
,AFTER,NN,O
,ADJ,NN,O
,INCL,NN,O
,GST,NN,O
,42.50,AM,B-amt
,CASH,NN,O
,50.00,NN,O
,ITEM,NN,O
,COUNT,NN,O
,4,NN,O
,CHANGE,NN,O
,AMT,NN,O
,7.50,NN,O
,INVOICE,NN,O
,NO:,NN,O
,2018031210080010139,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT,NN,O
,TAX,NN,O
,SR,NN,O
,@,NN,O
,6%,NN,O
,0.19,NN,O
,0.01,NN,O
,ZR,NN,O
,@,NN,O
,0%,NN,O
,42.28,NN,O
,0.00,NN,O
,TOTAL,NN,O
,42.47,NN,O
,0.01,NN,O
,12/03/2018,DT,B-date
,13:07,NN,O
,1008,NN,O
,001,NN,O
,0010139,NN,O
,0304662,NN,O
,HEMADAS,NN,O
,A/L,NN,O
,BALOO,NN,O
,AEON,NN,O
,BANDAR,NN,O
,PUCHGNG,NN,O
,TEL,NN,O
,1-300-80-AEON,NN,O
,(2366),NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,YOUR,NN,O
,PATRONAGE,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN,NN,O
,,NN,O
Receipt: 387,NYONYA,NN,O
,COLORS,NN,O
,@,NN,O
,1,NN,O
,UTAMA,NN,O
,LITTLE,MR,B-mer
,CRAVINGS,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(562007-D),NN,O
,HQ:,NN,O
,7,NN,O
,TEL-03,NN,O
,77282288,NN,O
,(GST,NN,O
,ID,NN,O
,001382293504),NN,O
,REG,NN,O
,CASHIER,NN,O
,18-03-2018,DT,B-date
,11,NN,O
,:,NN,O
,23,NN,O
,MC,NN,O
,#01,NN,O
,TAXINVNO.,NN,O
,1,NN,O
,#000001,NN,O
,KUIH,NN,O
,KETAYAP,NN,O
,ONDEH,NN,O
,ONDEH,NN,O
,YELLOW,NN,O
,LAKSA,NN,O
,YELLOW,NN,O
,LAKSA,NN,O
,YELLOW,NN,O
,LAKSA,NN,O
,AIR,NN,O
,SEJUK,NN,O
,CENDOL,NN,O
,CHEE,NN,O
,CHEONG,NN,O
,FUN,NN,O
,(SOS),NN,O
,RM2.70,NN,O
,RM2.95,NN,O
,RM11.60,NN,O
,RM11.60,NN,O
,RM11.60,NN,O
,RM0.65,NN,O
,RM5.30,NN,O
,RM7.20,NN,O
,S,NN,O
,S,NN,O
,S,NN,O
,S,NN,O
,S,NN,O
,S,NN,O
,S,NN,O
,S,NN,O
,8,NN,O
,NO,NN,O
,SUBTOTAL,NN,O
,CASH,NN,O
,CHANGE,NN,O
,RM53.60,AM,B-amt
,RM100.00,NN,O
,RM46.40,NN,O
,TAXABLE,NN,O
,AMOUNT,NN,O
,6%,NN,O
,GST,NN,O
,RM50.57,NN,O
,RM3.03,NN,O
,THANK,NN,O
,YOU,NN,O
,!,NN,O
,!,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN,NN,O
,,NN,O
Receipt: 388,AIK,MR,B-mer
,HUAT,MR,I-mer
,HARDWARE,MR,I-mer
,ENTERPRISE,MR,I-mer
,(SETIA,MR,I-mer
,ALAM),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,822737-X,NN,O
,NO.,NN,O
,17-G,NN,O
,(X),NN,O
,U13/X,NN,O
,SEKSYEN,NN,O
,U13,NN,O
,TEL:,NN,O
,012,NN,O
,-,NN,O
,6651783,NN,O
,FAX:,NN,O
,03,NN,O
,-,NN,O
,33623608,NN,O
,GST,NN,O
,NO:,NN,O
,000394528768,NN,O
,SIMPLIFIED,NN,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NN,O
,RECEIPT,NN,O
,#:,NN,O
,CSP0420207,NN,O
,DATE:,NN,O
,13/12/2017,DT,B-date
,SALESPERSON,NN,O
,:,NN,O
,AH019,NN,O
,TIME:,NN,O
,17:58:00,NN,O
,ITEM,NN,O
,QTY,NN,O
,U/P,NN,O
,AMOUNT,NN,O
,(RM),NN,O
,(RM),NN,O
,8710163220987,NN,O
,2,NN,O
,12.00,NN,O
,24.00,AM,B-amt
,S,NN,O
,PHILIPS,NN,O
,18W/E27/827,NN,O
,ESSENTIAL,NN,O
,BULB,NN,O
,W/WHI,NN,O
,TOTAL,NN,O
,QUANTITY,NN,O
,2,NN,O
,SUB-TOTAL,NN,O
,(GST),NN,O
,DISC,NN,O
,ROUNDING,NN,O
,TOTAL,NN,O
,CASH,NN,O
,CHANGE,NN,O
,24.00,NN,O
,0.00,NN,O
,0.00,NN,O
,24.00,NN,O
,100.00,NN,O
,76.00,NN,O
,*GST,NN,O
,@,NN,O
,6%,NN,O
,INCLUDED,NN,O
,IN,NN,O
,TOTAL,NN,O
,GST,NN,O
,SUMMARY,NN,O
,CODE,NN,O
,AMOUNT,NN,O
,%,NN,O
,TAX/AMT,NN,O
,SR,NN,O
,22.64,NN,O
,6,NN,O
,1.36,NN,O
,TAX,NN,O
,TOTAL:,NN,O
,1.36,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,REFUNDABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,CHOOSING,NN,O
,US.,NN,O
,PLS,NN,O
,PROVIDE,NN,O
,ORIGINAL,NN,O
,BILL,NN,O
,FOR,NN,O
,GOODS,NN,O
,EXCHANGE,NN,O
,WITHIN,NN,O
,1,NN,O
,WEEK,NN,O
,FROM,NN,O
,TRANSACTION,NN,O
,GOODS,NN,O
,MUST,NN,O
,BE,NN,O
,IN,NN,O
,ORIGINAL,NN,O
,STATE,NN,O
,TO,NN,O
,BE,NN,O
,ENTITLED,NN,O
,FOR,NN,O
,EXCHANGE.,NN,O
,,NN,O
Receipt: 389,SANYU,MR,B-mer
,STATIONERY,MR,I-mer
,SHOP,MR,I-mer
,NO.,NN,O
,31G&33G,NN,O
,40170,NN,O
,SETIA,NN,O
,ALAM,NN,O
,MOBILE,NN,O
,/WHATSAPPS,NN,O
,:,NN,O
,+6012-918,NN,O
,7937,NN,O
,TEL:,NN,O
,+603-3362,NN,O
,4137,NN,O
,GST,NN,O
,ID,NN,O
,NO:,NN,O
,001531760640,NN,O
,TAX,NN,O
,INVOICE,NN,O
,OWNED,NN,O
,BY,NN,O
,:,NN,O
,SANYU,NN,O
,SUPPLY,NN,O
,SDN,NN,O
,BHD,NN,O
,(1135772-K),NN,O
,CASH,NN,O
,SALES,NN,O
,COUNTER,NN,O
,1.,NN,O
,2008-0040,NN,O
,1,NN,O
,X,NN,O
,2.2000,NN,O
,2.,NN,O
,2012-0029,NN,O
,3,NN,O
,X,NN,O
,2.9000,NN,O
,3.,NN,O
,7002-0014,NN,O
,1,NN,O
,X,NN,O
,36.0000,NN,O
,PRO,NN,O
,ADHESIVE,NN,O
,LABEL,NN,O
,(WHITE),NN,O
,2585,NN,O
,RESTAURANT,NN,O
,ORDER,NN,O
,CHIT,NN,O
,NCR,NN,O
,3.5"X6",NN,O
,SONOFAX,NN,O
,-,NN,O
,EC,NN,O
,THERMAL,NN,O
,ROLL,NN,O
,(BLUE),NN,O
,-,NN,O
,(57MMX60MMX12MM),NN,O
,(10ROLL/PKT),NN,O
,2.20,NN,O
,8.70,NN,O
,36.00,NN,O
,SR,NN,O
,SR,NN,O
,SR,NN,O
,TOTAL,NN,O
,SALES,NN,O
,INCLUSIVE,NN,O
,GST,NN,O
,@6%,NN,O
,DISCOUNT,NN,O
,TOTAL,NN,O
,ROUND,NN,O
,ADJ,NN,O
,FINAL,NN,O
,TOTAL,NN,O
,CASH,NN,O
,CHANGE,NN,O
,46.90,AM,B-amt
,0.00,NN,O
,46.90,NN,O
,0.00,NN,O
,46.90,NN,O
,100.00,NN,O
,53.10,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,SR,NN,O
,@,NN,O
,6%,NN,O
,44.25,NN,O
,2.65,NN,O
,INV,NN,O
,NO:,NN,O
,DATE,NN,O
,:,NN,O
,TOTAL,NN,O
,QTY:,NN,O
,PRINT,NN,O
,TIME,NN,O
,:,NN,O
,CS-SA-0133215,NN,O
,28/12/2017,DT,B-date
,5,NN,O
,THURSDAY,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,&,NN,O
,REFUNDABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,YOUR,NN,O
,PATRONAGE,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN.,NN,O
,TERIMA,NN,O
,KASIH,NN,O
,SILA,NN,O
,DATANG,NN,O
,LAGI,NN,O
,**,NN,O
,PLEASE,NN,O
,KEEP,NN,O
,THIS,NN,O
,RECEIPT,NN,O
,FOR,NN,O
,PROVE,NN,O
,OF,NN,O
,PURCHASE,NN,O
,DATE,NN,O
,FOR,NN,O
,I.T,NN,O
,PRODUCT,NN,O
,WARRANTY,NN,O
,PURPOSE,NN,O
,**,NN,O
,FOLLOW,NN,O
,US,NN,O
,IN,NN,O
,FACEBOOK,NN,O
,:,NN,O
,SANYU.STATIONERY,NN,O
,,NN,O
Receipt: 390,CHRIS,MR,B-mer
,'S,MR,I-mer
,HAMBURGERS,MR,I-mer
,3950,NN,O
,E,NN,O
,SLAUSON,NN,O
,MAYWOOD,NN,O
,CA,NN,O
,90270,NN,O
,PHONE,NN,O
,323-588-1607,NN,O
,MC,NN,O
,#01,NN,O
,REG,NN,O
,CASHIER,NN,O
,11-24-2017,DT,B-date
,12:13,NN,O
,PM,NN,O
,000072,NN,O
,MISC,NN,O
,B,NN,O
,CHZ,NN,O
,B,NN,O
,SPC,NN,O
,$0.01,NN,O
,no,NN,O
,pickles,NN,O
,$8,NN,O
,.,NN,O
,80,NN,O
,F,NN,O
,FRIES,NN,O
,-,NN,O
,LRG,NN,O
,CRISPY,NN,O
,$3.66,NN,O
,CRISPY,NN,O
,F,NN,O
,FRIES,NN,O
,-,NN,O
,LRG,NN,O
,CRISPY,NN,O
,$3.66,NN,O
,PREM,NN,O
,MED,NN,O
,DRINK,NN,O
,$2.,NN,O
,15,NN,O
,horchata,NN,O
,CHZ,NN,O
,BURGER,NN,O
,SPEC,NN,O
,$7,NN,O
,.,NN,O
,57,NN,O
,no,NN,O
,onions,NN,O
,EAT-IN,NN,O
,TAXABLE,NN,O
,SALES,NN,O
,$25.85,NN,O
,TAX,NN,O
,$2.,NN,O
,46,NN,O
,TL,NN,O
,$28,NN,O
,.,NN,O
,31,NN,O
,CASH,NN,O
,$40.00,NN,O
,Cli,NN,O
,$11.69,NN,O
,ORDER,NN,O
,#,NN,O
,0000000052,NN,O
,PLEASE,NN,O
,HELP,NN,O
,US,NN,O
,SERVE,NN,O
,YOU,NN,O
,BETTER,NN,O
,SERVICE,NN,O
,WAS,NN,O
,VERY,NN,O
,GOOD,NN,O
,GOOD,NN,O
,POOR,NN,O
Receipt: 391,SYARIKAT,MR,B-mer
,PERNIAGAAN,MR,I-mer
,GIN,MR,I-mer
,KEE,MR,I-mer
,(81109-A),NN,O
,NO,NN,O
,290,NN,O
